1000076,Sat Mar 02 02:18:42 +0000 2019," hamari bhakti ‘andh-bhakti?’, and aapki bhakti ‘personal and well calculated choice ‘?

to be a rahul gandhi bhakt, one needs to be on his payroll. no other logical explanation."
1000077,Sat Mar 02 16:48:00 +0000 2019,‘one chowkidar has defamed all others’: rahul gandhi renews attack on pm modi 
1000078,Thu Feb 28 09:52:46 +0000 2019,  i was talking about rahul gandhi and the chanters of ' congress ki there lol! what stopped them chanting bharat mata ki jai ?
1000079,Wed Feb 27 17:16:43 +0000 2019,"nationfirst if they(opposistion) want peace send them to pakistan with their head rahul gandhi and sonia gandhi with devegowda,  kumaraswamy,  mamata, maya, chandrababu naidu, other separatists and all."
1000080,Sat Mar 02 06:34:48 +0000 2019,"alliance with  to make important announcement related to lok sabha polls today

loksabhaelections2019

"
1000081,Thu Feb 28 10:00:22 +0000 2019, but rahul gandhi will have the most gold medals!
1000082,Sun Mar 03 13:00:33 +0000 2019,that sure looks like the intolerant india so full of hate &amp; division cong &amp; rahul gandhi keep talking about! 
1000083,Fri Mar 01 17:38:07 +0000 2019," well said , don't worry sonia and rahul gandhi not in power 

problem is communist this are in power in kl"
1000084,Fri Mar 01 08:25:46 +0000 2019,  pls don't talk silly about rahul gandhi.he saved allah nazar
1000085,Fri Mar 01 07:30:09 +0000 2019,"iaf wanted to avenge 26/11, but upa 'blocked' surgical strike - shocking details of how india 'spared' saeed "
1000086,Sat Mar 02 08:52:08 +0000 2019,"  that chicken was

greatgrandson of motilal nehru

grandson of jawaharlal nehru

son of feroze jehangir &amp; indira gandhi

brother of sanjay gandhi

husband of sonia gandhi

father of rahul gandhi &amp; priyanka gandhi

fatherinlaw of robert vadra

grandfather of raihan &amp; miraya vadra"
1000087,Wed Feb 27 16:23:01 +0000 2019, mig was a dane from gandhis to iaf if this guys are blaming the govt for failure of mig then they have full right to question rahul gandhi .
1000088,Thu Feb 21 04:17:58 +0000 2019,82.40% people feel rahul gandhi is a liar. rafaledeal timesmegapoll 
1000089,Sun Mar 03 13:24:28 +0000 2019,"congress wanted rafaledeal to be a major issue for 2019 elections.

pm modi accepted the challenge. 

ab rahul gandhi ko lene-ke-dene pad jayenge. "
1000090,Sun Mar 03 04:15:21 +0000 2019,"and still mr rahul.gandhi wants to blame it on  for delay in mmca acquisition. shame 
congresskmkb "
1000091,Fri Mar 01 23:18:42 +0000 2019,"pm modi can't let go of his pr exercise even for 5 minutes"": rahul gandhi  via "
1000092,Fri Sep 28 07:16:26 +0000 2018,"there is only one place for idiocy and it's called the congress. support ‘bharat ke tukde tukde gang’, maoists, fake activists and corrupt elements. defame all those who are honest and working. 

welcome to rahul gandhi’s congress.  

bhimakoregaon "
1000093,Sat Mar 02 05:16:36 +0000 2019,"rahul gandhi assures 500 sq ft houses to slum-dwellers in mumbai within ten days if voted to power
  

"
1000094,Wed Feb 27 17:47:05 +0000 2019," if possible, then 21 milavat bandhan parties led by rahul gandhi will openly seek help from pak and pak based terror groups to come back to power even if it means handing over everything to pak. such shameless politicians we have in india. bunch of traitors. 2019 kick them out."
1000095,Thu Feb 28 06:27:55 +0000 2019,"   __positive__ ) 

is he more than sidhramaiah or hdk  who said ""sandarbha shishu, punyatma rahul gandhi krupe, i am cm not because of people, you did not vote for me! so do not expect from me.""

all are in same boat more or less."
1000096,Fri Mar 01 02:59:36 +0000 2019,  kya uri hamle ke baad rahul gandhi ko picture dekhne jana chahiye that? janab why keep attacking prime minister all the time why you don't questions rahul gandhi.
1000097,Sat Mar 02 06:59:39 +0000 2019,"just to complete my rahul gandhi point, this is his performance across this lok sabha tenure so for from 2014-2019. the selected mp here is rahul gandhi. its important to understand that this is not the only thing he's here for, but the record for this shouldn't be so bad. "
1000098,Wed Feb 27 17:00:15 +0000 2019," what shit these 21 parties are talking at this point of time , headed by rahul gandhi. you are hero in pakistan media rahul, so what you should be in eyes of indian people..zero..grow up, don’t disgrace your age"
1000099,Sat Mar 02 04:55:37 +0000 2019,"mr rahul gandhi ji, please save our annual festival from threat by youth congress post holder abhijeet pandey.
students of iet, davv, indore
"
1000100,Sat Mar 02 16:08:39 +0000 2019,‘one chowkidar has defamed all others’: rahul gandhi renews attack on pm modi | india news | hindustan times 
1000101,Thu Feb 28 07:09:05 +0000 2019,"  your beloved rahul gandhi is the one who is politicizing this entire issue. congress  dont care a damn for india's security, and only embarrass india infront of the whole world."
1000102,Sun Mar 03 01:24:03 +0000 2019, rahul gandhi sir you telling always only lie please stop your mouth.
